UF;Cod;Date of  the decree;Starting date of the measure;End date of the measure;DOE;Decree;Description of the measure;Class;Value;Target;Link_DOE;Link_Summary_Decrees
DF;53;5/30/20;6/3/20;6/8/20;5/30/20;40846;restriction on shoppings and non-essential trade, suspention in other topics, except religious activities and activities in public spaces;C1;5;3;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;6/6/20;6/8/20;6/10/20;6/6/20;40872;suspension of all topics in some places, in other places: restriction on shoppings and non-essential trade, suspention in other topics, except religious activities and activities in public spaces;C1;7;3;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;5/30/20;6/11/20;;5/30/20;40846;restriction on shoppings and non-essential trade, suspention in other topics, except religious activities and activities in public spaces;C1;5;3;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;3/11/20;3/11/20;3/15/20;11/03 Extra;40509;restrictions on gatherings above 100 people;O1;3;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;3/14/20;3/14/20;3/28/20;14/03 Extra;40520;restrictions on gatherings above 100 people;O1;3;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;3/23/20;3/23/20;4/5/20;23/03 Extra;40550;total ban on crowded events or activities;O1;6;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;4/1/20;4/1/20;5/3/20;01/04 Extra;40583;total ban on crowded events or activities;O1;6;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;5/2/20;5/2/20;5/10/20;02/05 Extra;40674;total ban on crowded events or activities;O1;6;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;5/7/20;5/7/20;5/18/20;07/05 Extra;40694;total ban on crowded events or activities;O1;6;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;5/16/20;5/16/20;5/27/20;16/05 Extra;40778;total ban on crowded events or activities;O1;6;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;5/22/20;5/27/20;;22/05 Extra;40817;total ban on crowded events or activities;O1;6;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;3/11/20;3/11/20;3/15/20;11/03 Extra;40509;require closing;O2;2;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;3/14/20;3/16/20;3/30/20;14/03 Extra;40520;require closing;O2;2;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;3/23/20;3/23/20;4/5/20;23/03 Extra;40550;require closing;O2;2;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;4/1/20;4/1/20;5/31/20;01/04 Extra;40583;require closing;O2;2;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;3/14/20;3/14/20;3/23/20;14/03 Extra;40520;home-office for those with symptoms or from some risk group;O3;1;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;3/20/20;3/23/20;;20/03 Extra;40546;mandatory home-office whenever possible;O3;4;1;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
DF;53;4/23/20;4/23/20;;4/23/20;40648;mandatory use of masks;C3;2;2;https://www.dodf.df.gov.br/;https://www.tjdft.jus.br/institucional/relacoes-institucionais/legislacao-covid-19-2013-coronavirus/legislacao-distrital-covid-19-coronavirus
ES;32;3/17/20;3/17/20;4/15/20;3/18/20;4599;closing of cultural places;C1;1;1;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;3/19/20;3/19/20;4/2/20;3/19/20;4600;closing of cultural places, shoppings and gyms;C1;3;3;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;3/20/20;3/20/20;4/3/20;3/20/20;4605;suspention of non-essential trade in some locations / closing shoppings gyms, cultural places and restaurants;C1;5;4;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;4/2/20;4/3/20;4/12/20;4/3/20;4621;suspention of non-essential trade in some locations / closing shoppings gyms, cultural places and restaurants;C1;5;4;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;4/11/20;4/11/20;4/19/20;4/11/20;4626;suspention of non-essential trade in some locations / closing shoppings gyms, cultural places and restaurants;C1;5;4;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;4/19/20;4/19/20;4/30/20;4/19/20;4636;closing shoppings and non-essential trade in some locations / closing gyms, cultural places and restaurants;C1;5;3;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;4/30/20;4/30/20;5/14/20;4/30/20;4644;closing shoppings and non-essential trade in some locations / closing gyms, cultural places and restaurants;C1;5;3;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;5/15/20;5/15/20;5/24/20;5/15/20;4651;closing shoppings and non-essential trade in some locations / closing gyms, cultural places and restaurants;C1;5;3;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;5/15/20;5/25/20;6/30/20;5/15/20;4651;closing cultural places and bars / closing shoppings and non-essential trade in some locations;C1;4;2;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;3/17/20;3/23/20;3/21/20;3/18/20;4599;restriction on municipal public transport;C2;1;0;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;4/4/20;4/4/20;4/30/20;4/4/20;4625;restriction on municipal public transport;C2;1;0;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;4/30/20;4/30/20;5/30/20;4/30/20;4644;restriction on municipal public transport;C2;1;0;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;3/17/20;3/17/20;4/16/20;3/18/20;4599;restrictions on gatherings above 100 people;O1;3;1;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;4/17/20;4/17/20;4/30/20;4/17/20;4635;restrictions on gatherings above 100 people;O1;3;1;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;3/16/20;3/17/20;3/22/20;3/17/20;4597;closing suggestion;O2;1;1;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;3/21/20;3/21/20;4/21/20;3/21/20;4606;require closing;O2;2;1;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;3/16/20;3/23/20;4/6/20;3/17/20;4597;require closing;O2;2;1;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;4/4/20;4/4/20;4/30/20;4/4/20;4625;require closing;O2;2;1;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;4/30/20;4/30/20;5/30/20;4/30/20;4644;require closing;O2;2;1;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;5/30/20;5/30/20;6/30/20;5/30/20;4659;require closing;O2;2;1;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;3/17/20;3/17/20;4/15/20;3/18/20;4599;home-office for those with symptoms or from some risk group;O3;1;1;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;4/15/20;4/15/20;;4/16/20;4629;home-office for those with symptoms or from some risk group;O3;1;1;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
ES;32;5/8/20;5/8/20;;;4648;mandatory use of masks;C3;2;2;http://ioes.dio.es.gov.br/portal/visualizacoes/diario_oficial;https://coronavirus.es.gov.br/legislacao
GO;52;3/17/20;3/19/20;3/27/20;17/03 Suplemento;9637;suspention of all topics except religious activities and activities in public spaces;C1;5;5;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;3/20/20;3/24/20;4/4/20;20/03 Suplemento;9638;suspention of all topics except activities in public spaces;C1;6;6;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;4/3/20;4/3/20;4/19/20;03/04 Suplemento;9645;suspention of all topics except religious activities and activities in public spaces;C1;5;5;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;4/19/20;4/19/20;4/24/20;19/04 Extra;9653;closing shoppings, gyms, cultural places, bars and restaurants;C1;4;4;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;4/24/20;4/24/20;;4/24/20;9656;closing shoppings, gyms, cultural places, bars and restaurants, restriction on religious activities;C1;5;4;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;3/20/20;3/24/20;4/4/20;20/03 Suplemento;9638;blocking collective and individual interstate transportation in some locations;C2;2;0;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;4/3/20;4/3/20;4/19/20;03/04 Suplemento;9645;blocking collective and individual interstate transportation in some locations;C2;2;0;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;3/13/20;3/13/20;3/27/20;13/03 Suplemento;9633;total ban on crowded events or activities;O1;6;1;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;3/20/20;3/24/20;4/4/20;20/03 Suplemento;9638;total ban on crowded events or activities;O1;6;1;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;4/3/20;4/3/20;4/19/20;03/04 Suplemento;9645;total ban on crowded events or activities;O1;6;1;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;4/19/20;4/19/20;;19/04 Extra;9653;total ban on crowded events or activities;O1;6;1;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;3/15/20;3/16/20;3/17/20;NT 1 SES;Nota técnica 1/2020 SES;suggests closure;O2;1;1;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;3/15/20;3/18/20;4/4/20;NT 1 SES;Nota técnica 1/2020 SES;require closing;O2;2;1;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;4/1/20;4/1/20;4/30/20;CEE/CP 1;Resolução CEE N1;require closing;O2;2;1;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;4/24/20;4/24/20;5/30/20;CEE/CP 8;Resolução CEE N8;require closing;O2;2;1;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;5/30/20;5/30/20;7/31/20;CEE/CP 9;Resolução CEE N9;require closing;O2;2;1;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;3/13/20;3/13/20;;14/03 Extra;9634;home-office for those with symptoms or from some risk group;O3;1;1;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;3/13/20;3/13/20;;14/03 Extra;9634;strategic scheduling work;O3;3;1;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
GO;52;4/19/20;4/19/20;;;9653;mandatory use of masks;C3;2;2;http://diariooficial.abc.go.gov.br/;https://www.casacivil.go.gov.br/noticias/9033-legisla%C3%A7%C3%A3o-sobre-o-coronav%C3%ADrus-covid-19.html
MA;21;3/21/20;3/21/20;4/4/20;3/21/20;35677;suspention of all topics except religious activities;C1;6;6;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/3/20;4/3/20;4/12/20;4/3/20;35714;suspention of all topics except religious activities;C1;6;6;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/11/20;4/11/20;4/20/20;4/11/20;35731;closing gyms, cultural places, restaurants and activities in public spaces in all state  / closing shopping and non-essential trade in some locations;C1;6;4;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/20/20;4/20/20;5/5/20;4/20/20;35746;closing gyms, cultural places, restaurants and activities in public spaces in all state  / closing shopping and non-essential trade in some locations;C1;6;4;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;5/3/20;5/3/20;5/20/20;5/3/20;35784;closing gyms, cultural places, restaurants and activities in public spaces in all state  / closing shopping and non-essential trade in some locations;C1;6;4;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;5/20/20;5/20/20;5/25/20;5/20/20;35831;closing gyms, cultural places, restaurants and activities in public spaces in all state  / closing shopping and non-essential trade in some locations;C1;6;4;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;5/20/20;5/25/20;5/31/20;5/20/20;35831;closing shoppings in some locations / closing cultural places, gyms, bars, activities in public spaces;C1;5;4;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;5/20/20;6/1/20;;5/20/20;35831;closing cultural places, bars, activities in public spaces;C1;3;3;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;3/19/20;3/21/20;4/4/20;3/19/20;35672;blocking interstate public transport;C2;1;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/3/20;4/3/20;4/7/20;4/3/20;35713;blocking interstate public transport;C2;1;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/7/20;4/8/20;4/13/20;4/7/20;35722;restriction in public, municipal, intercity and interstate transportation / blocking collective and individual transport in some locations;C2;3;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/3/20;4/14/20;4/26/20;4/3/20;35713;blocking interstate public transport;C2;1;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;5/3/20;5/3/20;5/20/20;5/3/20;35784;blocking collective and individual interstate and intercity transportation in some locations;C2;4;0;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;3/16/20;3/16/20;3/21/20;3/16/20;35660;total ban on crowded events or activities;O1;6;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;3/21/20;3/21/20;4/4/20;3/21/20;35677;total ban on crowded events or activities;O1;6;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/3/20;4/3/20;4/12/20;4/3/20;35714;total ban on crowded events or activities;O1;6;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/11/20;4/11/20;4/20/20;4/11/20;35731;total ban on crowded events or activities;O1;6;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/20/20;4/20/20;5/5/20;4/20/20;35746;total ban on crowded events or activities;O1;6;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;5/3/20;5/3/20;5/20/20;5/3/20;35784;total ban on crowded events or activities;O1;6;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;5/20/20;5/20/20;;5/20/20;35831;total ban on crowded events or activities;O1;6;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;3/16/20;3/17/20;3/31/20;3/16/20;35662;require closing;O2;2;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;3/27/20;3/27/20;4/3/20;3/27/20;35685;require closing;O2;2;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/3/20;4/3/20;4/26/20;4/3/20;35713;require closing;O2;2;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/20/20;4/20/20;5/12/20;4/20/20;35745;require closing;O2;2;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;5/3/20;5/3/20;5/31/20;5/3/20;35784;require closing;O2;2;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;5/29/20;6/1/20;6/14/20;5/29/20;35859;require closing;O2;2;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;6/15/20;6/15/20;6/30/20;6/15/20;35880;require closing;O2;2;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;3/16/20;3/16/20;;3/16/20;35660;home-office for those with symptoms or from some risk group;O3;1;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;3/21/20;3/21/20;4/4/20;3/21/20;35677;mandatory home-office whenever possible;O3;4;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/3/20;4/3/20;4/12/20;4/3/20;35714;mandatory home-office whenever possible;O3;4;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/11/20;4/11/20;4/20/20;4/11/20;35731;mandatory home-office whenever possible;O3;4;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/20/20;4/20/20;5/5/20;4/20/20;35746;mandatory home-office whenever possible;O3;4;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;5/3/20;5/3/20;5/20/20;5/3/20;35784;mandatory home-office whenever possible;O3;4;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;5/20/20;5/20/20;5/31/20;5/20/20;35831;mandatory home-office whenever possible;O3;4;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;5/20/20;6/1/20;;5/20/20;35831;strategic scheduling work;O3;3;1;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MA;21;4/20/20;4/23/20;;4/20/20;35746;mandatory use of masks;C3;2;2;https://www.diariooficial.ma.gov.br/;http://www.saude.ma.gov.br/decretos/
MG;31;3/19/20;3/19/20;3/22/20;3/20/20;Delib 8;suspention of all topics in some location except religious activities;C1;6;0;https://www.jornalminasgerais.mg.gov.br/?dataJornal=2020-06-11;https://www.saude.mg.gov.br/coronavirus/legislacoes
MG;31;3/22/20;3/22/20;5/6/20;3/22/20;Delib 17;suspention of all topics in some location except religious activities;C1;6;0;https://www.jornalminasgerais.mg.gov.br/?dataJornal=2020-06-11;https://www.saude.mg.gov.br/coronavirus/legislacoes
MG;31;5/6/20;5/6/20;;5/7/20;Delib 40;suspension of activities in public spaces, bars and restaurants, gyms and cultural places in some locations, shopping and non-essential commerce is blocked in some cities only if it is closed ambient;C1;4;0;https://www.jornalminasgerais.mg.gov.br/?dataJornal=2020-06-11;https://www.saude.mg.gov.br/coronavirus/legislacoes
MG;31;3/22/20;3/22/20;3/23/20;3/22/20;Delib 17;restriction of intercity and municipal public transport;C2;2;0;https://www.jornalminasgerais.mg.gov.br/?dataJornal=2020-06-11;https://www.saude.mg.gov.br/coronavirus/legislacoes
MG;31;3/20/20;3/23/20;;3/21/20;Delib 11;blocking interstate public transport / restriction of intercity and municipal public transport;C2;3;1;https://www.jornalminasgerais.mg.gov.br/?dataJornal=2020-06-11;https://www.saude.mg.gov.br/coronavirus/legislacoes
MG;31;3/19/20;3/19/20;3/22/20;3/20/20;Delib 8;restrictions on gatherings above 30 people in some locations;O1;5;0;https://www.jornalminasgerais.mg.gov.br/?dataJornal=2020-06-11;https://www.saude.mg.gov.br/coronavirus/legislacoes
MG;31;3/22/20;3/22/20;;3/22/20;Delib 17;restrictions on gatherings above 10 people;O1;5;1;https://www.jornalminasgerais.mg.gov.br/?dataJornal=2020-06-11;https://www.saude.mg.gov.br/coronavirus/legislacoes
MG;31;3/15/20;3/18/20;3/22/20;3/17/20;Delib 1;require closing;O2;2;1;https://www.jornalminasgerais.mg.gov.br/?dataJornal=2020-06-11;https://www.saude.mg.gov.br/coronavirus/legislacoes
MG;31;3/20/20;3/20/20;3/22/20;3/21/20;Delib 15;require closing;O2;2;1;https://www.jornalminasgerais.mg.gov.br/?dataJornal=2020-06-11;https://www.saude.mg.gov.br/coronavirus/legislacoes
MG;31;3/22/20;3/22/20;;3/22/20;Delib 18;require closing;O2;2;1;https://www.jornalminasgerais.mg.gov.br/?dataJornal=2020-06-11;https://www.saude.mg.gov.br/coronavirus/legislacoes
MG;31;3/16/20;3/16/20;;3/17/20;Delib 2;mandatory home-office whenever possible;O3;4;1;https://www.jornalminasgerais.mg.gov.br/?dataJornal=2020-06-11;https://www.saude.mg.gov.br/coronavirus/legislacoes
MG;31;4/17/20;4/17/20;;;Lei 23635;mandatory use of masks;C3;2;2;https://www.jornalminasgerais.mg.gov.br/?dataJornal=2020-06-11;https://www.saude.mg.gov.br/coronavirus/legislacoes
MS;50;3/19/20;3/19/20;;3/20/20;15396;ban of activities in public spaces;C1;1;1;https://www.spdo.ms.gov.br/diariodoe;https://www.coronavirus.ms.gov.br/?page_id=281
MS;50;3/17/20;3/18/20;3/22/20;3/17/20;15393;suggests closure;O2;1;1;https://www.spdo.ms.gov.br/diariodoe;https://www.coronavirus.ms.gov.br/?page_id=281
MS;50;3/17/20;3/23/20;4/6/20;3/17/20;15393;require closing;O2;2;1;https://www.spdo.ms.gov.br/diariodoe;https://www.coronavirus.ms.gov.br/?page_id=281
MS;50;4/1/20;4/2/20;5/3/20;4/2/20;15410;require closing;O2;2;1;https://www.spdo.ms.gov.br/diariodoe;https://www.coronavirus.ms.gov.br/?page_id=281
MS;50;4/27/20;5/4/20;5/18/20;4/28/20;15420;require closing;O2;2;1;https://www.spdo.ms.gov.br/diariodoe;https://www.coronavirus.ms.gov.br/?page_id=281
MS;50;5/13/20;5/19/20;6/30/20;5/15/20;15436;require closing;O2;2;1;https://www.spdo.ms.gov.br/diariodoe;https://www.coronavirus.ms.gov.br/?page_id=281
MS;50;3/16/20;3/16/20;3/19/20;3/16/20;15391;home-office for those with symptoms or from some risk group;O3;1;1;https://www.spdo.ms.gov.br/diariodoe;https://www.coronavirus.ms.gov.br/?page_id=281
MS;50;3/19/20;3/19/20;4/2/20;3/20/20;15395;mandatory home-office whenever possible;O3;4;1;https://www.spdo.ms.gov.br/diariodoe;https://www.coronavirus.ms.gov.br/?page_id=281
MS;50;3/20/20;3/23/20;;3/23/20;15398;mandatory home-office whenever possible;O3;4;1;https://www.spdo.ms.gov.br/diariodoe;https://www.coronavirus.ms.gov.br/?page_id=281
MS;50;7/3/20;7/3/20;;;Lei nº 14.019/2020;mandatory use of masks;C3;2;2;https://www.spdo.ms.gov.br/diariodoe;https://www.coronavirus.ms.gov.br/?page_id=281
MT;51;3/20/20;3/20/20;3/31/20;3/20/20;419;ban of activities in public spaces and restrictions in bars and restaurants;C1;2;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;3/31/20;3/31/20;4/30/20;3/31/20;432;closing shoppings and non-essential trade in some locations, suspention in other topics to all state;C1;7;5;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;4/22/20;4/22/20;6/12/20;4/22/20;462;restriction of religious activities and activities in public spaces;C1;2;0;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;6/12/20;6/12/20;;6/12/20;522;suspension of all topics in some places;C1;7;7;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
MT;51;3/23/20;3/23/20;;3/23/20;421;blocking intercity public transport;C2;1;1;https://www.iomat.mt.gov.br/;http://www.transparencia.mt.gov.br/normas-covid-19
