UF;Cod;Date of  the decree;Starting date of the measure;End date of the measure;DOE;Decree;Description of the measure;Class;Value;Target;Link_DOE;Link_Summary_Decrees
AC;12;3/16/20;3/20/20;4/3/20;20/03 A;5496;suspension of all topics;C1;7;7;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;4/2/20;4/4/20;4/18/20;4/3/20;5668;suspension of all topics;C1;7;7;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;4/17/20;4/17/20;5/3/20;17/04 A;5812;suspension of all topics;C1;7;7;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;5/4/20;5/4/20;5/17/20;5/4/20;5880;suspension of all topics;C1;7;7;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;5/15/20;5/15/20;5/31/20;5/18/20;5966;suspension of all topics;C1;7;7;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;5/29/20;5/29/20;6/15/20;6/1/20;6056;suspension of all topics;C1;7;7;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;6/12/20;6/12/20;6/22/20;6/12/20;6150;suspension of all topics;C1;7;7;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;6/22/20;6/22/20;;6/22/20;6206;suspension of all topics (possibility of future return);C1;7;7;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;3/16/20;3/16/20;;20/03 A;5496;blocking interstate public transport / restriction of intercity public transport;C2;2;1;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;3/16/20;3/16/20;4/17/20;3/17/20;5465;restrictions on gatherings above 100 people;O1;3;1;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;4/17/20;4/17/20;;17/04 A;5812;total ban on crowded events or activities;O1;6;1;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;3/18/20;3/18/20;4/3/20;3/20/20;Portaria SEE Nº 764;require closing;O2;2;1;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;4/1/20;4/1/20;4/10/20;4/2/20;5658;require closing;O2;2;1;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;4/14/20;4/10/20;4/30/20;4/15/20;5702;require closing;O2;2;1;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;4/30/20;4/30/20;5/15/20;5/4/20;5871;require closing;O2;2;1;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;5/4/20;5/15/20;6/1/20;5/4/20;5880;require closing;O2;2;1;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;5/29/20;5/29/20;6/15/20;6/1/20;6056;require closing;O2;2;1;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;6/12/20;6/12/20;6/22/20;6/12/20;6150;require closing;O2;2;1;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;6/22/20;6/22/20;;6/22/20;6206;require closing;O2;2;1;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;3/16/20;3/16/20;;20/03 A;5496;mandatory home-office whenever possible;O3;4;1;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;4/17/20;4/17/20;;4/17/20;5812;mandatory use of masks in establishments;C3;1;1;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AC;12;7/3/20;7/3/20;;;Lei nº 14.019/2020;mandatory use of masks;C3;2;2;http://www.diario.ac.gov.br/;http://acre.gov.br/decreto-de-prorrogacao/
AL;27;3/18/20;3/18/20;3/31/20;3/19/20;69530;closing cultural places, gyms, activities in public spaces and restrictions in bars and restaurants;C1;4;3;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;3/19/20;3/21/20;3/30/20;20/03 A;69541;suspension of all topics;C1;7;7;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;3/28/20;3/30/20;4/6/20;3/29/20;69577;suspension of all topics;C1;7;7;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;4/6/20;4/7/20;4/20/20;4/6/20;69624;suspension of all topics;C1;7;7;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;4/20/20;4/21/20;5/5/20;4/20/20;69700;suspension of all topics;C1;7;7;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;5/4/20;5/6/20;5/20/20;5/5/20;69722;suspension of all topics;C1;7;7;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;5/19/20;5/21/20;5/31/20;5/20/20;69844;suspension of all topics;C1;7;7;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/1/20;6/1/20;6/10/20;5/31/20;69935;suspension of all topics;C1;7;7;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/9/20;6/9/20;6/22/20;6/10/20;70066;suspension of all topics;C1;7;7;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/22/20;6/22/20;;6/22/20;70145;suspension of all topics;C1;7;7;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;3/19/20;3/23/20;3/30/20;20/03 A;69541;blocking intercity public transport;C2;1;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;3/28/20;3/30/20;4/6/20;3/29/20;69577;blocking intercity public transport;C2;1;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;4/6/20;4/7/20;4/20/20;4/6/20;69624;blocking intercity public transport;C2;1;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;4/20/20;4/21/20;5/5/20;4/20/20;69700;blocking intercity public transport;C2;1;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;5/4/20;5/6/20;5/20/20;5/5/20;69722;blocking intercity public transport;C2;1;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;5/19/20;5/21/20;5/31/20;5/20/20;69844;blocking intercity public transport;C2;1;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/1/20;6/1/20;6/10/20;5/31/20;69935;blocking intercity public transport;C2;1;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/9/20;6/9/20;6/22/20;6/10/20;70066;blocking intercity public transport;C2;1;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/22/20;6/22/20;;6/22/20;70145;blocking intercity public transport, restriction on municipal and interstate public transport;C2;3;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;3/13/20;3/13/20;3/18/20;16/03 B;69501;restrictions on very large gatherings;O1;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;3/18/20;3/18/20;3/31/20;3/19/20;69530;restrictions on very large gatherings;O1;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;3/19/20;3/21/20;3/30/20;20/03 A;69541;total ban on crowded events or activities;O1;6;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;3/28/20;3/30/20;4/6/20;3/29/20;69577;total ban on crowded events or activities;O1;6;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;4/6/20;4/7/20;4/20/20;4/6/20;69624;total ban on crowded events or activities;O1;6;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;4/20/20;4/21/20;5/5/20;4/20/20;69700;total ban on crowded events or activities;O1;6;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;5/4/20;5/6/20;5/20/20;5/5/20;69722;total ban on crowded events or activities;O1;6;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;5/19/20;5/21/20;5/31/20;5/20/20;69844;total ban on crowded events or activities;O1;6;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/1/20;6/1/20;6/10/20;5/31/20;69935;total ban on crowded events or activities;O1;6;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/9/20;6/9/20;6/22/20;6/10/20;70066;total ban on crowded events or activities;O1;6;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/22/20;6/22/20;;6/22/20;70145;total ban on crowded events or activities;O1;6;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;3/17/20;3/23/20;4/6/20;18/03 A;69527;require closing;O2;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;4/6/20;4/7/20;4/30/20;4/6/20;69624;require closing;O2;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;4/20/20;4/21/20;5/5/20;4/20/20;69700;require closing;O2;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;5/4/20;5/6/20;5/31/20;5/5/20;69722;require closing;O2;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/1/20;6/1/20;6/10/20;5/31/20;69935;require closing;O2;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/9/20;6/9/20;6/30/20;6/10/20;70066;require closing;O2;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/22/20;6/22/20;;6/22/20;70145;require closing;O2;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;3/13/20;3/13/20;3/23/20;16/03 B;69502;home-office for those with symptoms or from some risk group;O3;1;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;3/19/20;3/23/20;3/30/20;3/23/20;69541;optional home-office;O3;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;3/28/20;3/30/20;4/6/20;3/29/20;69577;optional home-office;O3;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;4/6/20;4/7/20;4/20/20;4/6/20;69624;optional home-office;O3;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;4/20/20;4/21/20;5/5/20;4/20/20;69700;optional home-office;O3;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;5/4/20;5/6/20;5/31/20;5/5/20;69722;optional home-office;O3;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/1/20;6/1/20;6/10/20;5/31/20;69935;optional home-office;O3;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;6/9/20;6/9/20;6/30/20;6/10/20;70066;optional home-office;O3;2;1;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AL;27;5/4/20;5/4/20;;5/5/20;69722;mandatory use of masks;C3;2;2;http://www.imprensaoficialal.com.br/diario-oficial/;http://www.procuradoria.al.gov.br/legislacao/boletim-informativo/legislacao-estadual
AM;13;3/19/20;3/19/20;4/2/20;3/19/20;42087;closing gyms;C1;1;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;3/21/20;3/21/20;4/4/20;3/21/20;42099;closing cultural places, bars and restaurants, gyms and religious activities;C1;4;4;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;3/23/20;3/23/20;4/6/20;3/23/20;42101;suspension of all topics;C1;7;7;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;4/6/20;4/6/20;4/20/20;4/6/20;42165;suspension of all topics;C1;7;7;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;4/20/20;4/20/20;4/30/20;4/20/20;42216;suspention of all topics;C1;7;7;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;4/30/20;4/30/20;5/13/20;4/30/20;42247;suspention of all topics;C1;7;7;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/13/20;5/13/20;5/31/20;5/13/20;42278;suspention of all topics;C1;7;7;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/28/20;6/1/20;6/14/20;5/28/20;42330;suspention of all topics except religious activities;C1;6;6;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/28/20;6/15/20;6/28/20;5/28/20;42330;suspention of all topics except restaurants and religious activities;C1;5;5;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/28/20;6/29/20;7/5/20;5/28/20;42330;closing shoppings and cultural places;C1;2;2;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/28/20;7/6/20;;5/28/20;42330;closing shoppings;C1;1;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;3/19/20;3/19/20;4/2/20;3/19/20;42087;blocking intercity and interstate public transport;C2;2;2;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;3/20/20;3/23/20;4/6/20;3/20/20;42098;blocking intercity and interstate public transport;C2;2;2;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;3/31/20;3/31/20;4/15/20;3/31/20;42145;blocking intercity and interstate public transport;C2;2;2;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;4/4/20;4/6/20;4/21/20;4/4/20;42158;blocking intercity and interstate public transport;C2;2;2;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;4/14/20;4/14/20;4/30/20;4/14/20;42185;blocking intercity and interstate public transport;C2;2;2;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;4/20/20;4/20/20;4/30/20;4/20/20;42216;blocking intercity and interstate public transport;C2;2;2;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;4/30/20;4/30/20;5/13/20;4/30/20;42247;blocking intercity and interstate public transport;C2;2;2;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/13/20;5/13/20;5/31/20;5/13/20;42278;blocking intercity and interstate public transport;C2;2;2;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/13/20;5/13/20;5/31/20;5/13/20;42278;blocking intercity and interstate public transport;C2;2;2;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/20/20;5/20/20;5/31/20;5/20/20;42303;blocking intercity and interstate public transport;C2;2;2;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/28/20;5/28/20;;5/28/20;42330;blocking intercity and interstate public transport;C2;2;2;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;3/16/20;3/16/20;3/30/20;3/16/20;42061;ban of public events and public facilities;O1;1;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;3/17/20;3/17/20;3/31/20;3/17/20;42063;restrictions on gatherings above 100 people;O1;3;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;3/31/20;3/31/20;4/15/20;3/31/20;42145;restrictions on gatherings above 100 people;O1;3;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;4/14/20;4/14/20;4/30/20;4/14/20;42185;restrictions on gatherings above 100 people;O1;3;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;4/30/20;4/30/20;5/13/20;4/30/20;42247;restrictions on gatherings above 100 people;O1;3;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/13/20;5/13/20;5/31/20;5/13/20;42278;restrictions on gatherings above 10 people;O1;5;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/28/20;6/1/20;;5/28/20;42330;total ban on crowded events or activities;O1;6;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;3/16/20;3/16/20;3/30/20;3/16/20;42061;require closing in some locations;O2;2;0;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;3/19/20;3/19/20;4/2/20;3/19/20;42087;require closing;O2;2;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;3/31/20;3/31/20;4/30/20;3/31/20;42145;require closing;O2;2;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;4/30/20;4/30/20;5/13/20;4/30/20;42247;require closing;O2;2;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/13/20;5/13/20;5/31/20;5/13/20;42278;require closing;O2;2;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/28/20;6/1/20;;5/28/20;42330;require closing;O2;2;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;3/16/20;3/16/20;3/30/20;3/16/20;42061;home-office for those with symptoms or from some risk group;O3;1;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;3/23/20;3/23/20;5/31/20;3/23/20;42101;mandatory home-office whenever possible;O3;4;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/28/20;6/1/20;7/6/20;5/28/20;42330;home-office for those with symptoms or from some risk group;O3;1;1;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AM;13;5/13/20;5/13/20;;5/13/20;42278;mandatory use of masks;C3;2;2;http://diario.imprensaoficial.am.gov.br/diariooficial/consultaPublica.do;http://www.pge.am.gov.br/legislacao-covid-19/
AP;16;3/19/20;3/20/20;4/3/20;3/20/20;1414;suspension of all topics;C1;7;7;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;4/3/20;4/4/20;4/18/20;4/3/20;1497;suspension of all topics;C1;7;7;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;4/18/20;4/19/20;5/3/20;4/18/20;1539;suspension of all topics;C1;7;7;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;5/3/20;5/4/20;5/18/20;5/3/20;1616;suspension of all topics;C1;7;7;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;5/15/20;5/19/20;5/28/20;5/15/20;1726;suspension of all topics;C1;7;7;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;5/28/20;5/28/20;6/2/20;5/28/20;1782;suspension of all topics;C1;7;7;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;6/2/20;6/2/20;6/12/20;6/2/20;1809;suspension of all topics;C1;7;7;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;6/12/20;6/12/20;6/30/20;6/12/20;1878;suspension of all topics;C1;7;7;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;3/19/20;3/20/20;3/22/20;3/20/20;1414;restriction of intercity and interstate public transportation;C2;2;0;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;3/22/20;3/22/20;4/3/20;3/23/20;1415;blocking public transport;C2;3;3;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;4/3/20;4/4/20;4/18/20;4/3/20;1497;blocking public transport;C2;3;3;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;4/18/20;4/19/20;5/3/20;4/18/20;1539;blocking public transport;C2;3;3;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;5/3/20;5/4/20;5/18/20;5/3/20;1616;blocking public transport;C2;3;3;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;5/15/20;5/19/20;5/28/20;5/15/20;1726;total blocking of collective transport / restriction on individual total transport;C2;6;3;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;5/28/20;5/28/20;6/2/20;5/28/20;1782;total blocking of collective transport / restriction on individual total transport;C2;6;3;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;6/2/20;6/2/20;6/12/20;6/2/20;1809;blocking public transport;C2;3;3;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;6/12/20;6/12/20;6/30/20;6/12/20;1878;blocking public transport;C2;3;3;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;3/19/20;3/20/20;4/3/20;3/20/20;1414;ban of public events and public facilities;O1;1;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;4/3/20;4/4/20;4/18/20;4/3/20;1497;ban of public events and public facilities;O1;1;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;4/18/20;4/19/20;5/3/20;4/18/20;1539;ban of public events and public facilities;O1;1;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;5/3/20;5/4/20;5/18/20;5/3/20;1616;ban of public events and public facilities;O1;1;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;5/15/20;5/19/20;5/28/20;5/15/20;1726;total ban on crowded events or activities;O1;6;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;5/28/20;5/28/20;6/2/20;5/28/20;1782;total ban on crowded events or activities;O1;6;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;6/2/20;6/2/20;6/12/20;6/2/20;1809;total ban on crowded events or activities;O1;6;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;6/12/20;6/12/20;6/30/20;6/12/20;1878;total ban on crowded events or activities;O1;6;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;3/17/20;3/18/20;4/1/20;3/17/20;1377;require closing;O2;2;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;4/2/20;4/2/20;5/1/20;4/2/20;1495;require closing;O2;2;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
AP;16;5/1/20;5/1/20;5/31/20;5/1/20;1614;require closing;O2;2;1;https://diofe.portal.ap.gov.br/;http://www.transparencia.ap.gov.br/informacoes/covid
